Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner
Mahindra Bolero Power Plus SLX,2019,860000,1580624.97,35000,Diesel,Individual,Manual,First Owner
Hyundai i20 1.2 Spotz,2018,650000,1196539.63,20000,Petrol,Individual,Manual,Second Owner
Maruti Wagon R LXI Minor,2010,100000,410770.28,80000,Petrol,Individual,Manual,Second Owner
Maruti Alto 800 VXI,2017,282000,663593.57,20000,Petrol,Individual,Manual,First Owner
Hyundai i20 Asta (o),2009,300000,1431406.8,50000,Petrol,Individual,Manual,First Owner
Hyundai i20 Asta,2010,270000,1017416.0,110000,Petrol,Individual,Manual,Second Owner
Hyundai Verna 1.6 SX CRDi (O),2013,550000,1632195.64,29000,Diesel,Individual,Manual,First Owner
Mahindra Xylo D2 BSIV,2013,450000,1225822.1,120000,Diesel,Individual,Manual,First Owner
Mahindra Bolero SLX 2WD BSIII,2011,430000,1461078.61,70000,Diesel,Individual,Manual,Second Owner
Maruti Ertiga VXI ABS,2013,350000,1506062.71,40000,Petrol,Individual,Manual,First Owner
Honda Brio 1.2 E MT,2017,350000,932923.43,20000,Petrol,Individual,Manual,First Owner
Toyota Etios Liva G,2013,229999,931307.83,50000,Petrol,Individual,Manual,Second Owner
Maruti Alto 800 LXI,2013,110000,481554.24,50000,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire 1.2 Vxi BSIV,2012,395000,1537061.57,49000,Petrol,Individual,Manual,Second Owner
Mahindra Scorpio VLS AT 2.2 mHAWK,2011,650000,2408285.46,70000,Diesel,Individual,Automatic,Second Owner
Mahindra Bolero SLX,2011,350000,1357487.62,90000,Diesel,Individual,Manual,Second Owner
Mahindra XUV500 W11 Option AWD,2020,1400000,2472180.16,25000,Diesel,Dealer,Manual,First Owner
Tata Tiago 1.2 Revotron XZ,2018,360000,888216.49,4000,Petrol,Individual,Manual,First Owner
Mahindra Marazzo M8 8Str,2018,1300000,2908527.77,10000,Diesel,Individual,Manual,First Owner
Renault Duster 110PS Diesel RxL,2015,800000,1836148.05,15000,Diesel,Individual,Manual,First Owner
Hyundai EON Magna Plus,2018,229999,462685.54,30000,Petrol,Individual,Manual,First Owner
Maruti Wagon R VXI,2014,315000,1179089.49,41000,Petrol,Dealer,Manual,First Owner
Chevrolet Spark 1.0 LT,2012,125000,463181.17,28000,Petrol,Individual,Manual,First Owner
Maruti Baleno Alpha,2019,700000,1483372.56,16000,Petrol,Individual,Manual,First Owner
Hyundai EON 1.0 Kappa Magna Plus,2015,160000,449873.59,70000,Petrol,Individual,Manual,First Owner
Ford Figo Aspire 1.2 Ti-VCT Trend,2017,530000,1435964.21,10832,Petrol,Dealer,Manual,First Owner
Ford Figo Aspire Facelift,2018,624000,1460337.37,14681,Diesel,Dealer,Manual,First Owner
Hyundai i10 Era,2009,250000,1198117.7,50000,Petrol,Individual,Manual,First Owner
Mahindra Bolero SLX,2016,585000,1713969.07,51000,Diesel,Dealer,Manual,First Owner
Hyundai Verna 1.4 VTVT,2015,500000,1707638.06,25000,Petrol,Individual,Manual,First Owner
Chevrolet Sail 1.2 LT ABS,2014,350000,1213393.15,30000,Petrol,Individual,Manual,First Owner
Honda City i-DTEC SV,2014,495000,1896233.24,80000,Diesel,Dealer,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Asta,2017,500000,1068865.37,50000,Petrol,Individual,Manual,First Owner
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,430000,1201229.66,200000,Diesel,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Sportz Option,2013,345000,1219274.68,44000,Petrol,Dealer,Manual,First Owner
Maruti Baleno Sigma 1.2,2015,500000,1364080.01,10000,Petrol,Individual,Manual,First Owner
Tata Tiago 1.2 Revotron XZ,2019,425000,754337.08,19600,Petrol,Individual,Manual,First Owner
Maruti Wagon R LXI,2005,80000,665046.26,40000,Petrol,Individual,Manual,Second Owner
Chevrolet Beat Diesel LS,2011,106000,417448.32,50000,Diesel,Individual,Manual,First Owner
Maruti A-Star Vxi,2009,180000,932202.05,46730,Petrol,Individual,Manual,First Owner
Datsun GO A,2015,250000,903443.28,40000,Petrol,Individual,Manual,Second Owner
Skoda Yeti Ambition 4WD,2011,350000,2024408.56,80000,Diesel,Individual,Manual,First Owner
Maruti Zen LXi BSII,2002,60000,686236.0,80000,Petrol,Individual,Manual,Second Owner
Hyundai Verna CRDi 1.6 EX,2018,900000,1935714.59,24000,Diesel,Individual,Manual,First Owner
Ford Aspire Titanium Diesel BSIV,2017,700000,1481763.63,21170,Diesel,Dealer,Manual,First Owner
BMW 3 Series 320d Sport,2013,2000000,5632006.02,167223,Diesel,Dealer,Automatic,First Owner
Maruti Ertiga SHVS ZDI Plus,2017,1000000,1859322.87,40000,Diesel,Individual,Manual,First Owner
BMW X1 sDrive 20d Exclusive,2011,1375000,7905591.46,60000,Diesel,Individual,Automatic,First Owner
Toyota Innova Crysta 2.4 VX MT,2016,1800000,5129158.01,141440,Diesel,Dealer,Manual,First Owner
Chevrolet Tavera Neo 3 10 Seats BSIV,2007,160000,1071629.63,120000,Diesel,Individual,Manual,Third Owner
Mitsubishi Outlander 2.4,2012,525000,2381613.5,140000,Petrol,Individual,Automatic,First Owner
Mahindra XUV500 W8 2WD,2012,850000,3927832.87,212814,Diesel,Dealer,Manual,First Owner
Maruti Baleno Alpha 1.3,2019,800000,1723717.96,30000,Diesel,Individual,Manual,First Owner
Ford Figo Aspire 1.5 TDCi Titanium,2017,700000,1560237.95,88635,Diesel,Dealer,Manual,First Owner
Maruti Swift Dzire VDI,2018,800000,1522507.99,25000,Diesel,Individual,Manual,First Owner
Hyundai i20 1.2 Spotz,2017,575000,1147899.75,20000,Petrol,Individual,Manual,Second Owner
Renault Duster 110PS Diesel RxZ,2012,350000,1670748.24,110000,Diesel,Individual,Manual,Second Owner
Maruti Swift Vdi BSIII,2008,250000,1379884.11,120000,Diesel,Individual,Manual,Third Owner
Ford Endeavour Titanium 4X2,2011,600000,3223463.91,149674,Diesel,Dealer,Manual,Second Owner
Mahindra Scorpio 2.6 Turbo 9 Str,2007,370000,3184687.31,100000,Diesel,Individual,Manual,Third Owner
Maruti Baleno Vxi,2006,80000,775285.58,120000,Petrol,Individual,Manual,Third Owner
Tata Indica DLX,2003,50000,370195.88,120000,Diesel,Individual,Manual,Second Owner
Hyundai Verna CRDi 1.6 EX,2018,900000,1732061.33,25000,Diesel,Individual,Manual,First Owner
Maruti Wagon R VXI BS IV,2014,300000,985830.52,35000,Petrol,Individual,Manual,Second Owner
Tata Indica LSI,2002,125000,1006438.14,40000,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire VDI,2015,490000,1128141.25,60000,Diesel,Individual,Manual,Second Owner
Toyota Etios Liva GD,2012,300000,1265473.98,50000,Diesel,Individual,Manual,Second Owner
Tata Nano STD,2013,55000,211566.19,25000,Petrol,Individual,Manual,Fourth & Above Owner
Hyundai Grand i10 Sportz,2016,350000,1108722.13,25000,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 1.2 CRDi Asta,2019,755000,1599517.48,8000,Diesel,Individual,Manual,First Owner
Maruti Ertiga SHVS VDI,2017,720000,1467213.7,60000,Diesel,Individual,Manual,First Owner
Mahindra Bolero SLX,2006,229999,1984656.48,200000,Diesel,Individual,Manual,Third Owner
Mahindra Scorpio S7 140 BSIV,2018,1100000,2170557.68,20000,Diesel,Individual,Manual,First Owner
Volkswagen Polo Petrol Comfortline 1.2L,2013,400000,1480601.34,100000,Petrol,Individual,Manual,First Owner
Hyundai Xcent 1.1 CRDi Base,2015,350000,855937.65,70000,Diesel,Individual,Manual,Second Owner
Chevrolet Beat Diesel PS,2012,159000,700918.57,68000,Diesel,Dealer,Manual,First Owner
Maruti Swift ZXi BSIV,2017,550000,1444533.78,38000,Petrol,Dealer,Manual,First Owner
Maruti Ritz VDi,2013,335000,1377815.16,80000,Diesel,Dealer,Manual,First Owner
Tata Indigo CS Emax CNG GLX,2014,185000,516103.57,72000,CNG,Dealer,Manual,First Owner
Maruti Eeco 5 STR With AC Plus HTR CNG,2012,229999,981850.03,75000,CNG,Dealer,Manual,First Owner
Maruti Estilo LXI,2014,225000,715466.8,43000,Petrol,Dealer,Manual,First Owner
Maruti Swift VXI with ABS,2007,250000,1462523.32,120000,Petrol,Individual,Manual,Second Owner
Tata Zest Quadrajet 1.3 XM,2015,400000,1034430.76,100000,Diesel,Individual,Manual,First Owner
Maruti Swift VDI BSIV,2014,470000,1232440.69,163000,Diesel,Individual,Manual,First Owner
Maruti Alto K10 VXI AGS Optional,2018,300000,624659.25,25000,Petrol,Individual,Automatic,First Owner
Maruti Alto LX,2011,145000,596156.35,25000,Petrol,Individual,Manual,First Owner
Maruti SX4 Vxi BSIII,2007,100000,687346.59,90000,Petrol,Individual,Manual,Second Owner
Mahindra Scorpio SLE BSIV,2014,500000,2056284.31,70000,Diesel,Individual,Manual,Second Owner
Hyundai Santro Xing GLS CNG,2010,130000,621516.24,98000,CNG,Individual,Manual,Second Owner
Chevrolet Cruze LTZ,2010,240000,1303147.38,81925,Diesel,Individual,Manual,First Owner
Ford Figo Diesel Celebration Edition,2013,150000,515434.07,80000,Diesel,Individual,Manual,Second Owner
Renault KWID RXT Optional,2017,270000,693821.23,40000,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire VDI,2014,400000,1339514.49,90000,Diesel,Individual,Manual,First Owner
Hyundai EON Era Plus,2012,200000,747703.87,46000,Petrol,Individual,Manual,First Owner
Mahindra XUV500 W6 2WD,2012,550000,2856318.66,80000,Diesel,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,2018,325000,685584.49,35000,Petrol,Individual,Manual,First Owner
Skoda Rapid 1.5 TDI AT Style BSIV,2017,860000,1972073.98,82080,Diesel,Individual,Automatic,First Owner
Mahindra XUV500 W8 2WD,2012,600000,1777763.84,200000,Diesel,Individual,Manual,First Owner
Chevrolet Spark 1.0,2009,125000,836743.77,70000,Petrol,Individual,Manual,First Owner
Maruti 800 AC,2000,60000,597163.06,40000,Petrol,Individual,Manual,Third Owner
Chevrolet Tavera Neo 3 10 Seats BSIV,2010,300000,1668432.41,120000,Diesel,Individual,Manual,Third Owner
Ford Fiesta 1.6 ZXi Duratec,2007,190000,1294968.83,60000,Petrol,Individual,Manual,Third Owner
Maruti Ertiga VDI,2013,400000,1059259.6,110000,Diesel,Individual,Manual,First Owner
Tata Manza Aura Quadrajet BS IV,2011,260000,1347843.32,97000,Diesel,Individual,Manual,Second Owner
Maruti Swift VVT VXI,2017,400000,786826.92,30000,Petrol,Individual,Manual,First Owner
Hyundai i20 Sportz Petrol,2010,250000,1493567.46,40000,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Asta,2019,600000,1054848.7,10000,Petrol,Individual,Manual,First Owner
Maruti Zen Estilo VXI BSIV,2010,175000,828002.15,52047,Petrol,Individual,Manual,First Owner
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011,450000,2021479.79,200000,Diesel,Individual,Manual,Third Owner
Tata Tiago 1.2 Revotron XZA,2019,350000,602431.14,15000,Petrol,Individual,Automatic,Second Owner
Maruti Vitara Brezza ZDi,2018,800000,1540623.32,50000,Diesel,Individual,Manual,First Owner
Maruti Swift VXI BSIII,2011,250000,1351477.42,70000,Petrol,Individual,Manual,Second Owner
Maruti Swift VXI BSIV,2019,600000,1328267.09,10000,Petrol,Individual,Manual,First Owner
Maruti Swift VDI BSIV,2017,600000,1473828.91,90000,Diesel,Individual,Manual,First Owner
Maruti Alto 800 LXI,2016,130000,312080.51,40000,Petrol,Individual,Manual,First Owner
Maruti Wagon R LXI,2006,90000,640625.44,62009,Petrol,Individual,Manual,Second Owner
Hyundai i20 Active 1.2 S,2017,595000,1482639.19,33100,Petrol,Individual,Manual,Second Owner
Hyundai EON Era Plus,2014,190000,577654.78,40000,Petrol,Individual,Manual,Second Owner
Hyundai Santro GLS I - Euro I,1999,50000,465049.08,120000,Petrol,Individual,Manual,Second Owner
Maruti Wagon R LXI Minor,2007,95000,893056.32,80000,Petrol,Individual,Manual,First Owner
Tata Safari Storme VX,2016,1000000,2563779.65,70000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio REV 116,2006,220000,1477623.48,220000,Petrol,Individual,Manual,Second Owner
Mahindra Bolero SLX,2010,400000,2024091.45,50000,Diesel,Individual,Manual,First Owner
Datsun GO Plus A,2015,315000,720662.34,45000,Petrol,Individual,Manual,Second Owner
Toyota Fortuner 4x4 MT,2014,1000000,3957636.4,110000,Diesel,Individual,Manual,First Owner
Ford Ecosport 1.5 DV5 MT Titanium,2014,500000,1605535.04,49000,Diesel,Individual,Manual,First Owner
Mahindra XUV500 W11 AT BSIV,2018,1600000,3695354.34,35000,Diesel,Individual,Automatic,First Owner
Mahindra Supro VX 8 Str,2017,500000,1148641.73,160000,Diesel,Individual,Manual,First Owner
Maruti Alto LX,2007,70000,511203.09,180000,Petrol,Individual,Manual,Third Owner
Maruti 800 AC,2007,105000,673857.24,60000,Petrol,Individual,Manual,Second Owner
Ford Endeavour 2.5L 4X2 MT,2008,400000,2791830.78,110000,Diesel,Individual,Manual,Third Owner
Maruti Wagon R LXI,2004,80000,790462.72,60000,Petrol,Individual,Manual,Third Owner
Maruti Alto 800 VXI,2016,300000,696417.79,30000,Petrol,Individual,Manual,First Owner
Mahindra KUV 100 D75 K2,2017,409999,1131662.35,40000,Diesel,Individual,Manual,First Owner
Maruti Swift Glam,2009,250000,1499756.74,70000,Petrol,Individual,Manual,First Owner
Tata New Safari DICOR 2.2 EX 4x2,2010,250000,1010316.42,120000,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,2012,215000,810457.02,80000,Diesel,Individual,Manual,Third Owner
Toyota Fortuner 4x4 MT,2015,1400000,4034924.39,120000,Diesel,Individual,Manual,First Owner
Honda Brio 1.2 VX MT,2018,475000,938062.55,20000,Petrol,Individual,Manual,First Owner
Honda Brio 1.2 VX MT,2018,475000,934012.62,22000,Petrol,Individual,Manual,First Owner
Chevrolet Spark 1.0 LS,2008,75000,348126.98,35000,Petrol,Individual,Manual,Second Owner
Chevrolet Sail Hatchback LS ABS,2013,200000,621485.11,120000,Diesel,Individual,Manual,Second Owner
Tata Tiago NRG Petrol,2019,575000,1067656.22,8000,Petrol,Individual,Manual,First Owner
Maruti Ritz VDi,2011,150000,465492.67,40000,Diesel,Individual,Manual,Second Owner
Maruti Vitara Brezza ZDi Plus,2018,850000,1802807.51,10000,Diesel,Individual,Manual,First Owner
Hyundai Santro Era,2019,350000,700299.82,30000,Petrol,Individual,Manual,First Owner
Ford Endeavour 2.5L 4X2 MT,2011,550000,2564062.61,54000,Diesel,Individual,Manual,Second Owner
Hyundai Verna 1.4 VTVT,2017,330000,761027.02,80577,Petrol,Individual,Manual,First Owner
Honda City i-DTEC V,2017,1044999,2226265.62,25000,Diesel,Individual,Manual,First Owner
Hyundai Verna 1.6 CRDI,2011,300000,1602529.82,127500,Diesel,Individual,Manual,Second Owner
Hyundai EON D Lite Plus,2015,235000,719274.57,40903,Petrol,Dealer,Manual,First Owner
Ford Figo Petrol Titanium,2011,120000,675312.71,60000,Petrol,Individual,Manual,Third Owner
Maruti Wagon R VXI,2004,130000,1036836.45,46000,Petrol,Individual,Manual,First Owner
Ford Endeavour 4x4 XLT,2004,275000,3362654.71,22288,Diesel,Dealer,Manual,Second Owner
Volkswagen Jetta 2.0 TDI Trendline,2011,270000,1012673.94,180000,Diesel,Individual,Manual,Second Owner
Volkswagen Polo 1.5 TDI Highline,2015,500000,1525685.69,30000,Diesel,Individual,Manual,Second Owner
Hyundai Grand i10 Sportz,2015,400000,1067536.54,61690,Petrol,Dealer,Manual,First Owner
Hyundai i20 Asta 1.2,2015,600000,1654380.26,64484,Petrol,Dealer,Manual,First Owner
Audi Q5 2.0 TDI,2012,1350000,5894866.27,90000,Diesel,Individual,Automatic,Second Owner
Renault Duster 85PS Diesel RxE,2013,400000,1808696.9,75976,Diesel,Dealer,Manual,Second Owner
Ford Figo Diesel Titanium,2011,220000,1154230.46,70000,Diesel,Individual,Manual,Second Owner
Honda Brio E MT,2012,300000,1416996.82,85962,Petrol,Dealer,Manual,Second Owner
Maruti Omni E MPI STD BS IV,2018,250000,584725.86,120000,Petrol,Individual,Manual,First Owner
Honda Mobilio V i DTEC,2015,600000,1634174.02,120000,Diesel,Individual,Manual,First Owner
Honda Brio S Option AT,2012,285000,1066030.75,75000,Petrol,Individual,Automatic,Second Owner
Honda Accord 2.4 MT,2009,350000,1859910.06,57035,Petrol,Dealer,Manual,First Owner
Mahindra Bolero SLX,2011,170000,600438.97,70000,Diesel,Individual,Manual,Third Owner
Ford Figo 1.2P Ambiente MT,2015,229999,602194.46,45000,Petrol,Individual,Manual,First Owner
Mahindra XUV500 W6 2WD,2013,500000,1463439.97,72104,Diesel,Dealer,Manual,Second Owner
Tata Nano Lx,2011,75000,294467.97,15000,Petrol,Individual,Manual,First Owner
Hyundai i20 Active 1.2 SX,2016,600000,1662824.89,30000,Petrol,Individual,Manual,First Owner
Tata Indigo LS Dicor,2011,220000,783189.46,80000,Diesel,Individual,Manual,First Owner
Tata Indica Vista Terra 1.4 TDI,2009,150000,903145.03,164000,Diesel,Individual,Manual,Second Owner
Maruti Alto LX,2006,65000,565578.62,124439,Petrol,Individual,Manual,Second Owner
Maruti Zen VXI,2006,120000,847879.3,77000,Petrol,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,2014,240000,853838.05,90000,Diesel,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,2017,390000,759989.83,30000,Petrol,Individual,Manual,First Owner
Chevrolet Beat LS,2012,180000,929315.58,50000,Petrol,Individual,Manual,First Owner
Maruti Swift VDI,2012,320000,1311998.52,80000,Diesel,Individual,Manual,Second Owner
Maruti Alto 800 LXI,2018,310000,699377.37,5000,Petrol,Individual,Manual,First Owner
Maruti Wagon R AMT VXI,2018,420000,999080.93,24000,Petrol,Individual,Automatic,First Owner
Tata Tiago NRG Petrol,2019,550000,1020556.75,10000,Petrol,Individual,Manual,First Owner
Maruti Ertiga SHVS VDI,2016,550000,1419858.65,78000,Diesel,Individual,Manual,Third Owner
Mahindra TUV 300 T4 Plus,2018,760000,1619514.8,50000,Diesel,Individual,Manual,First Owner
Maruti 800 AC BSII,2001,43000,794903.11,100000,Petrol,Individual,Manual,Second Owner
Maruti Omni MPI STD BSIV,2018,250000,459917.91,20000,Petrol,Individual,Manual,First Owner
Hyundai Santro Magna BSIV,2019,500000,955085.79,1250,Petrol,Individual,Manual,First Owner
Tata Zest Revotron 1.2 XT,2015,380000,987524.4,17152,Petrol,Individual,Manual,First Owner
Mahindra XUV500 W11 Option AT AWD,2019,1850000,3377685.93,5000,Diesel,Individual,Automatic,First Owner
Volkswagen Polo Diesel Trendline 1.2L,2012,350000,1816018.02,77000,Diesel,Individual,Manual,First Owner
Hyundai Verna CRDi,2008,195000,996042.49,90000,Diesel,Individual,Manual,Second Owner
Chevrolet Beat LS,2011,225000,1207010.49,80000,Petrol,Individual,Manual,Second Owner
Toyota Innova 2.5 G (Diesel) 7 Seater,2015,1125000,2712650.0,65000,Diesel,Individual,Manual,First Owner
Tata Indica Vista Quadrajet LX,2011,133000,527316.77,80000,Diesel,Individual,Manual,First Owner
Hyundai EON Era Plus,2013,200000,678504.03,24005,Petrol,Individual,Manual,First Owner
Maruti Vitara Brezza ZDi Plus,2018,940000,1743141.56,20000,Diesel,Individual,Manual,First Owner
Renault Duster 85PS Diesel RxL,2014,400000,1559020.35,120000,Diesel,Individual,Manual,First Owner
Hyundai i10 Era 1.1,2009,120000,918473.39,120000,Petrol,Individual,Manual,Second Owner
Maruti Swift Dzire ZDI,2015,625000,1616693.86,80000,Diesel,Individual,Manual,First Owner
Maruti Swift 1.3 VXi,2005,110000,891791.51,80000,Petrol,Individual,Manual,First Owner
Renault Duster 110PS Diesel RxZ,2012,490000,2442047.81,100000,Diesel,Individual,Manual,First Owner
Maruti Alto LX,2009,140000,581122.7,120000,Petrol,Individual,Manual,Second Owner
Ford Figo Diesel ZXI,2011,175000,647199.69,149000,Diesel,Individual,Manual,Second Owner
Maruti Wagon R LXI BSIII,2005,90000,469985.86,65000,Petrol,Individual,Manual,Second Owner
Maruti Swift Ldi BSIV,2009,275000,1740082.63,100000,Diesel,Individual,Manual,Second Owner
Volkswagen Vento Diesel Highline,2011,300000,1298926.12,65000,Diesel,Individual,Manual,Second Owner
Datsun GO Plus T Option BSIV,2018,270000,525971.17,19000,Petrol,Individual,Manual,Second Owner
Chevrolet Beat LT,2010,130000,726295.35,80000,Petrol,Individual,Manual,Second Owner
Maruti Alto K10 VXI Airbag,2015,275000,921526.16,30000,Petrol,Individual,Manual,First Owner
Maruti Swift VDI,2012,352000,1336915.03,109000,Diesel,Individual,Manual,First Owner
Hyundai EON LPG Magna Plus,2012,180000,691049.11,90000,LPG,Individual,Manual,First Owner
Maruti Alto LX,2012,150000,768740.99,90000,Petrol,Individual,Manual,First Owner
Volkswagen Vento Diesel Highline,2011,300000,1198089.14,65000,Diesel,Individual,Manual,Second Owner
Maruti Swift Vdi BSIII,2010,300000,2031846.05,110000,Diesel,Individual,Manual,Second Owner
Mahindra Bolero DI DX 7 Seater,2007,225000,1502716.37,120000,Diesel,Individual,Manual,First Owner
Honda Mobilio V i DTEC,2014,600000,1795601.91,44000,Diesel,Individual,Manual,First Owner
Maruti Ertiga BSIV ZXI,2015,500000,1234797.42,80000,Petrol,Individual,Manual,First Owner
Honda BR-V i-VTEC S MT,2018,900000,1720284.81,5000,Petrol,Individual,Manual,First Owner
Hyundai i20 Magna 1.2,2016,600000,1565431.81,61000,Petrol,Individual,Manual,First Owner
Toyota Etios VD,2011,450000,1507053.05,100000,Diesel,Individual,Manual,Second Owner
Hyundai i10 Era 1.1,2009,270000,1048288.12,27633,Petrol,Individual,Manual,First Owner
Maruti Swift Vdi BSIII,2010,310000,1447782.19,100000,Diesel,Individual,Manual,Third Owner
